DiskType,IOType,ObjectSize,IODepth,RecoverLimit,r_iops,r_bw(MB/s),r_lat_avg(ms),r_lat_95(ms),r_lat_99(ms),w_iops,w_bw(MB/s),w_lat_avg(ms),w_lat_95(ms),w_lat_99(ms)
hdd,rw,64k,1,1,57,3.59,2.07,8.59,15.14,57,3.58,15.39,25,38
hdd,rw,64k,1,158,50,3.17,2.34,8.46,15.93,50,3.17,17.37,30,99
hdd,rw,64k,1,316,32,2.05,3.73,10.95,38.01,32,2.06,26.62,104,268
hdd,rw,64k,1,500,4,0.25,33.37,139.46,362.81,4,0.27,202.7,542,693
hdd,rw,64k,1,600,11,0.72,11.16,44.3,158.34,12,0.76,71.58,253,359
hdd,rw,64k,8,1,136,8.53,22.05,59.51,82.31,136,8.52,36.62,73,104
hdd,rw,64k,8,158,105,6.56,28.52,70.78,283.12,105,6.56,47.66,111,405
hdd,rw,64k,8,316,104,6.54,28.96,81.27,250.61,104,6.54,47.5,142,317
hdd,rw,64k,8,500,67,4.21,40.47,217.06,488.64,67,4.22,78.12,313,535
hdd,rw,64k,8,600,15,0.94,156.78,801.11,1233.13,15,0.97,362.05,936,1385
hdd,rw,64k,16,1,155,9.71,43.29,110.62,149.95,155,9.71,59.67,126,171
hdd,rw,64k,16,158,133,8.31,49.44,125.31,308.28,132,8.31,70.87,155,372
hdd,rw,64k,16,316,101,6.35,64.25,229.64,616.56,101,6.36,93.1,338,676
hdd,rw,64k,16,500,39,2.47,142.45,734,1132.46,39,2.48,260.87,768,1183
hdd,rw,64k,16,600,30,1.92,171.99,851.44,1484.78,30,1.94,346.18,969,1620
hdd,rw,64k,32,1,172,10.8,82.85,212.86,274.73,172,10.8,102.92,236,296
hdd,rw,64k,32,158,154,9.67,92.22,242.22,476.05,154,9.68,114.52,275,523
hdd,rw,64k,32,316,120,7.51,116.42,450.89,708.84,119,7.48,150.47,542,743
hdd,rw,64k,32,500,42,2.63,357.93,1417.67,2264.93,42,2.64,400.75,1385,2299
hdd,rw,64k,32,600,31,1.99,438.64,1988.1,2936.01,31,2,564.29,1838,3205
hdd,rw,64k,64,1,193,12.1,159.35,413.14,541.07,193,12.1,171.84,472,592
hdd,rw,64k,64,158,135,8.44,218.33,826.28,1400.9,134,8.43,255.77,860,1351
hdd,rw,64k,64,316,130,8.17,215.08,700.45,1002.44,130,8.18,274.23,810,1070
hdd,rw,64k,64,500,48,3.01,718.06,2298.48,4596.96,48,3.01,610.66,2140,4044
hdd,rw,64k,64,600,70,4.4,428.15,1233.13,1803.55,70,4.41,479.87,1536,1871
hdd,rw,64k,128,1,219,13.7,282.49,726,1020,218,13.7,301.31,818,1083
hdd,rw,64k,128,158,159,9.97,383.47,1350.57,1853.88,159,9.99,417.95,1368,1737
hdd,rw,64k,128,316,114,7.16,537.03,1535.12,1904.21,113,7.1,585.04,1586,1989
hdd,rw,64k,128,500,65,4.12,1004.07,2936.01,4211.08,66,4.13,934.51,3104,4279
hdd,rw,64k,128,600,41,2.59,1910.22,5604,7617,41,2.59,1177.57,3608,6477
hdd,rw,64k,256,1,241,15.1,518.09,1368,1989,240,15,544.62,1519,1972
hdd,rw,64k,256,158,176,11,743.33,2265,3004,176,11,707.46,2106,2702
hdd,rw,64k,256,316,124,7.77,1013.56,2668,4077,124,7.76,1048.01,2869,3775
hdd,rw,64k,256,500,74,4.64,1779.89,5000,9731,74,4.63,1669.51,5336,7416
hdd,rw,64k,256,600,47,2.96,3287.35,9329,12684,47,2.95,2122.39,7617,13221
hdd,rw,64k,512,1,300,18.8,822.47,2333,3071,299,18.7,885.75,2567,3306
hdd,rw,64k,512,158,246,15.4,1021.27,2970,3910,245,15.3,1057.95,3004,3641
hdd,rw,64k,512,316,127,7.96,1999.07,5201,8356,127,7.95,2022.44,5671,7886
hdd,rw,64k,512,500,74,4.68,3629.07,10402,15234,74,4.67,3217.28,10134,13489
hdd,rw,64k,512,600,60,3.78,4442.58,14159.97,17112.76,60,3.78,4030.62,15771,17113
hdd,rw,256k,1,1,42,10.6,4.17,12.12,17.43,42,10.7,19.28,29,47
hdd,rw,256k,1,158,28,7.24,6.4,14.88,38.54,29,7.3,27.9,47,215
hdd,rw,256k,1,316,30,7.62,6.26,15.79,45.88,30,7.7,26.25,79,174
hdd,rw,256k,1,500,26,6.65,7.19,18.74,69.73,26,6.69,30.19,114,220
hdd,rw,256k,1,600,12,3.24,15.17,68.68,198.18,13,3.38,59.48,288,447
hdd,rw,256k,8,1,87,21.8,25.99,82.31,115.87,87,21.8,65.74,114,150
hdd,rw,256k,8,158,66,16.6,29.14,83.36,208.67,66,16.7,90.94,257,550
hdd,rw,256k,8,316,67,16,31.18,98.04,248.51,67,16,86.66,218,401
hdd,rw,256k,8,500,42,10.6,34.87,139.46,295.7,42,10.6,154.21,418,558
hdd,rw,256k,8,600,15,3.79,95.7,383.78,809.5,15,3.94,415.3,869,1284
hdd,rw,256k,16,1,111,27,47.11,152.04,219.15,111,27.9,96.19,188,259
hdd,rw,256k,16,158,88,22.2,53.68,175.11,337.64,89,22.3,126.05,326,617
hdd,rw,256k,16,316,75,18.9,58.92,202.38,484.44,75,18.9,152.42,460,676
hdd,rw,256k,16,500,32,8.09,97.42,341.84,700.45,32,8.12,395.34,768,1003
hdd,rw,256k,16,600,24,6.12,137.78,471.86,918.55,24,6.18,510.92,1133,1502
hdd,rw,256k,32,1,122,30.7,96.43,287.31,421.53,122,30.7,164.26,359,493
hdd,rw,256k,32,158,92,23.2,117.11,387.97,859.83,92,23.2,228.31,592,953
hdd,rw,256k,32,316,59,14.9,148.24,591.4,1132.46,59,14.8,390.24,944,1385
hdd,rw,256k,32,500,39,9,203.28,683.67,1233.13,40,10,594.18,1167,1720
hdd,rw,256k,32,600,26,6.5,270.25,817.89,1719.66,26,6.57,949.7,1854,2400
hdd,rw,256k,64,1,132,33.1,182.23,510,768,132,33.1,301.2,676,961
hdd,rw,256k,64,158,101,25.3,234.51,835,1435,101,25.4,396.27,1116,1620
hdd,rw,256k,64,316,80,20.1,263.59,910.16,1501.56,80,20,534.84,1368,1838
hdd,rw,256k,64,500,43,10.9,450.8,1334,2198,43,10.9,1016.03,2089,2869
hdd,rw,256k,64,600,44,11,544.69,1435,2333,44,11,906.45,1720,2500
hdd,rw,256k,128,1,137,34.5,369.03,1083,1569,137,34.4,560.4,1334,1871
hdd,rw,256k,128,158,95,23,539.5,1703,2433,95,23,795.17,2005,2635
hdd,rw,256k,128,316,72,18.2,698.37,2106,3440,72,18.2,1060.68,2668,3977
hdd,rw,256k,128,500,58,14.5,937.31,2769,4279,57,14.5,1269.94,3138,4329
hdd,rw,256k,128,600,42,10.6,1226.23,3037,4597,42,10.6,1779.03,3339,4799
hdd,rw,256k,256,1,129,32.5,873.36,2534,3507,129,32.4,1098.86,2836,3977
hdd,rw,256k,256,158,89,22.4,1272.98,3675,5470,89,22.5,1579.96,3842,5671
hdd,rw,256k,256,316,75,18.9,1551.31,4396,7013,75,18.9,1833.51,4799,7080
hdd,rw,256k,256,500,55,13,2078.12,5604,8658,55,13.9,2507.62,6007,8221
hdd,rw,256k,256,600,49,12.5,2384.19,6007,9731,49,12.5,2735.51,6342,10939
hdd,rw,256k,512,1,123,30.9,1966.04,5336,7550,123,30.9,2171.9,5470,7684
hdd,rw,256k,512,158,91,22.9,2717.37,7148,10671,91,22.9,2861.28,6946,10134
hdd,rw,256k,512,316,63,15.9,3829.16,9866,17113,63,15,4197.28,10402,17113
hdd,rw,256k,512,500,53,13.5,4604.19,12953,15905,53,13.4,4925.74,12684,16174
hdd,rw,256k,512,600,48,12,5213.28,15637,17113,47,11,5449.98,15905,17113
hdd,rw,1M,1,1,16,16.6,13.91,31.07,41.68,17,17.3,44.51,82,125
hdd,rw,1M,1,158,14,14.1,17.58,35,78,14,14.6,51.5,102,271
hdd,rw,1M,1,316,7,7.12,29.8,107,309,7,7.44,105.87,363,709
hdd,rw,1M,1,500,4,4.38,44.21,144,326,4,4.61,174.75,468,760
hdd,rw,1M,1,600,6,6.14,31,122,230,6,6.34,127.76,359,489
hdd,rw,1M,8,1,28,28.7,60.49,155,218,28,28.9,216.62,342,426
hdd,rw,1M,8,158,21,21.9,75.56,220,493,22,22.3,284.49,751,1217
hdd,rw,1M,8,316,19,19,81.42,255,485,19,19.6,328.82,709,927
hdd,rw,1M,8,500,7,7.27,216.88,894,2072,7,7.64,839.9,2056,2601
hdd,rw,1M,8,600,5,5.04,314.78,1133,2165,5,5.32,1204.87,2500,3842
hdd,rw,1M,16,1,33,33.3,102.46,279,405,33,33.5,376.12,575,684
hdd,rw,1M,16,158,25,25.6,132.51,405,802,25,25.8,488.02,1099,1485
hdd,rw,1M,16,316,15,15.3,219.31,810,1217,16,16.1,786.44,1636,1989
hdd,rw,1M,16,500,8,8.29,417.14,1603,3037,8,8.62,1453.57,2802,3641
hdd,rw,1M,16,600,6,6.64,550.77,2232,3708,6,6.99,1765.05,3742,5201
hdd,rw,1M,32,1,36,36,189.62,550,827,37,37.2,672.57,1028,1267
hdd,rw,1M,32,158,26,26.5,271.9,978,1586,26,26.7,929.52,1838,2299
hdd,rw,1M,32,316,18,18,410.64,1469,2198,18,18.6,1321.72,2601,3306
hdd,rw,1M,32,500,11,11.3,756.98,2769,4597,11,11.8,1978.25,3641,5067
hdd,rw,1M,32,600,5,5.43,2357.58,13087,17113,5,5.63,3394.94,15503,17113
hdd,rw,1M,64,1,37,37.6,521.12,1754,2668,37,37.9,1173.15,2198,2802
hdd,rw,1M,64,158,26,26.8,733.99,2534,3306,26,26.9,1645.58,3272,4212
hdd,rw,1M,64,316,19,19.6,1047.17,3373,4245,20,20.1,2161.28,4245,5201
hdd,rw,1M,64,500,14,14.2,1628,7013,14429,14,14.8,2750.07,8658,14832
hdd,rw,1M,64,600,8,8.47,2967.98,14026,17113,8,8.84,4382.53,17113,17113
hdd,rw,1M,128,1,38,38.3,1346.97,3675,5403,38,38.6,1976.84,3910,5134
hdd,rw,1M,128,158,28,28.3,1792.53,4799,6745,28,28.5,2712.05,5336,6678
hdd,rw,1M,128,316,22,22.9,2304.37,7148,9866,23,23.2,3234.96,7550,10000
hdd,rw,1M,128,500,13,13.4,4082.39,16308,17113,13,13.8,5299.95,16845,17113
hdd,rw,1M,128,600,9,9.06,6243.35,17113,17113,9,9.55,7466.27,17113,17113
hdd,rw,1M,256,1,38,38.5,3006.96,5738,7215,38,38.7,3617.95,5940,7080
hdd,rw,1M,256,158,29,29.4,3899.04,7013,8557,29,29.8,4741.92,7550,8926
hdd,rw,1M,256,316,22,22.2,5209.67,10537,14563,22,22.6,6197.21,11073,14966
hdd,rw,1M,256,500,15,15,7806.27,17113,17113,15,15.6,8878.2,17113,17113
hdd,rw,1M,256,600,9,9.29,12749.16,17113,17113,9,9.78,14043.22,17113,17113
hdd,rw,1M,512,1,39,39.1,6210.69,9194,12013,39,39.4,6825.85,9329,11879
hdd,rw,1M,512,158,29,29.7,8148.53,12147,16711,29,29,8978.35,12684,17113
hdd,rw,1M,512,316,22,22.5,10826.22,17113,17113,22,22.8,11758.94,17113,17113
hdd,rw,1M,512,500,14,14.7,16560.65,17113,17113,15,15.2,17630.16,17113,17113
hdd,rw,1M,512,600,11,11.9,20428.33,17113,17113,12,12.5,21472.22,17113,17113
hdd,rw,2M,1,1,11,22.1,26.2,42.73,56.89,11,23.2,61.31,99,138
hdd,rw,2M,1,158,8,17.5,30.42,58,157,9,18.2,80.79,230,493
hdd,rw,2M,1,316,4,9.88,46.99,138,380,5,10.4,147.52,460,751
hdd,rw,2M,1,500,3,6.01,67.78,205,409,3,6.46,246.58,600,852
hdd,rw,2M,1,600,6,12.6,39.96,122,230,6,12,115.28,313,443
hdd,rw,2M,8,1,17,35.9,85.38,209,317,18,36,349.95,535,651
hdd,rw,2M,8,158,13,27.6,115.85,347,835,14,28.8,445.03,1099,1519
hdd,rw,2M,8,316,9,19.7,153.55,498,953,10,20.7,627.71,1234,1603
hdd,rw,2M,8,500,4,9.04,321.44,1250,2089,4,9.54,1368.51,2735,3910
hdd,rw,2M,8,600,2,5.27,776.4,2601,7684,2,5.73,2071.08,3842,6946
hdd,rw,2M,16,1,20,40.7,140.15,376,550,20,41.7,630.4,927,1099
hdd,rw,2M,16,158,17,34.3,170.1,514,927,17,35.5,737.48,1334,1754
hdd,rw,2M,16,316,9,19.3,335.75,1267,2005,10,20.4,1252.52,2467,3037
hdd,rw,2M,16,500,5,10.9,727.15,2232,3272,5,11.4,2111.1,3842,4799
hdd,rw,2M,16,600,3,7.23,1520.63,8221,12818,3,7.5,2794.05,8926,11073
hdd,rw,2M,32,1,20,41.8,321.33,1011,1469,21,42.9,1177.42,1787,2265
hdd,rw,2M,32,158,15,30.9,468.44,1720,2265,16,32.3,1531.11,2869,3473
hdd,rw,2M,32,316,10,21.1,809.08,2668,3876,11,22.3,2102.35,4044,5067
hdd,rw,2M,32,500,6,12,1667.71,6879,14429,6,13.7,3090.78,7886,14563
hdd,rw,2M,32,600,4,9.17,2623.39,16576,17113,4,9.72,4093.55,17113,17113
hdd,rw,2M,64,1,20,41.5,1030.72,2802,4279,21,42.6,2000.75,3608,5067
hdd,rw,2M,64,158,15,31.3,1399.51,3842,5067,16,32.6,2581.09,4665,6074
hdd,rw,2M,64,316,12,24.7,1878.21,5269,7483,12,25.7,3171.5,6208,7819
hdd,rw,2M,64,500,7,15.1,3543.5,14563,17113,7,15.7,4749.09,14966,17113
hdd,rw,2M,64,600,5,11.9,4559.6,17113,17113,6,12.4,5917.98,17113,17113
hdd,rw,2M,128,1,20,40.8,2596.02,4597,5873,20,41.9,3583.31,5336,6745
hdd,rw,2M,128,158,16,33.8,3118.63,5403,6611,17,34.9,4308.95,6477,7752
hdd,rw,2M,128,316,11,22.6,4866.14,9194,11342,11,23.8,6117.47,10134,11879
hdd,rw,2M,128,500,7,15.1,7610.06,17113,17113,7,15.6,9019.19,17113,17113
hdd,rw,2M,128,600,5,10.9,10765.2,17113,17113,5,11.3,12227.8,17113,17113
hdd,rw,2M,256,1,20,41.5,5612.25,8087,10805,21,42.5,6558.48,8658,11208
hdd,rw,2M,256,158,15,31.2,7472.37,10805,14563,16,32.4,8587.74,11610,15771
hdd,rw,2M,256,316,12,24.4,9608.92,16308,17113,12,25.5,10881.35,17113,17113
hdd,rw,2M,256,500,7,14.2,16893.55,17113,17113,7,14.8,18280.75,17113,17113
hdd,rw,2M,256,600,7,14,16147.77,17113,17113,7,15.5,17370.62,17113,17113
hdd,rw,2M,512,1,21,42.5,11433.06,14966,17113,21,43.4,12349.56,15503,17113
hdd,rw,2M,512,158,15,31.2,15602.11,17113,17113,16,32.3,16595.81,17113,17113
hdd,rw,2M,512,316,11,22.8,21337.78,17113,17113,11,23.9,22417.92,17113,17113
hdd,rw,2M,512,500,7,15.2,32248.21,17113,17113,7,15.9,33530.87,17113,17113
hdd,rw,2M,512,600,5,10.8,44964.11,17113,17113,5,11.3,47337.81,17113,17113
hdd,rw,4M,1,1,7,29,40.88,62,80,7,31.5,88.12,131,182
hdd,rw,4M,1,158,6,24.6,47.2,82,180,6,25.4,111.95,268,617
hdd,rw,4M,1,316,3,14.1,71.78,211,342,3,14.8,202.4,575,726
hdd,rw,4M,1,500,3,12.9,74.41,194,401,3,13.6,223.11,518,693
hdd,rw,4M,1,600,4,16.1,60.13,144,253,4,16,178.95,414,584
hdd,rw,4M,8,1,10,43.9,123.53,284,468,11,45.9,578.67,894,1053
hdd,rw,4M,8,158,8,33.6,167.36,558,1053,8,34.9,756.12,1620,2089
hdd,rw,4M,8,316,5,23.3,249.67,877,1636,6,24.2,1080.41,2039,2702
hdd,rw,4M,8,500,2,11.7,600.89,2366,3239,3,12.6,1976.96,3876,4732
hdd,rw,4M,8,600,2,8.6,1037.22,4245,8423,2,9.29,2478.66,5067,9194
hdd,rw,4M,16,1,11,45.3,240.8,709,1183,11,47.5,1117.21,1653,2072
hdd,rw,4M,16,158,8,34.1,382.17,1418,2106,8,35.3,1441.23,2601,3272
hdd,rw,4M,16,316,5,22.7,692.79,2333,3138,5,23.5,2053,3809,4530
hdd,rw,4M,16,500,3,12,1602.72,6611,7886,3,13.6,3165.37,7550,9060
hdd,rw,4M,16,600,4,16.5,1061.7,3708,9597,4,17.5,2648.35,5604,10402
hdd,rw,4M,32,1,10,42.7,858.81,2265,3171,11,44,2028.03,3306,4279
hdd,rw,4M,32,158,7,31.7,1259.8,3339,4329,8,32.9,2674.44,4530,5604
hdd,rw,4M,32,316,6,24.8,1750.22,4933,6611,6,25.7,3286.98,6074,8087
hdd,rw,4M,32,500,3,14.9,3405.33,16711,17113,3,15.7,4883.28,17113,17113
hdd,rw,4M,32,600,2,11.6,4469.8,17113,17113,3,12.4,6104.26,17113,17113
hdd,rw,4M,64,1,10,42.5,2332.23,3977,5000,11,44.8,3501.92,5000,6409
hdd,rw,4M,64,158,8,32.9,3139.08,5604,7013,8,34.2,4451.62,6879,8423
hdd,rw,4M,64,316,5,23.7,4574.83,8087,11745,6,24.3,6062.37,9463,12281
hdd,rw,4M,64,500,4,16.4,6969.46,17113,17113,4,17.2,8220.3,17113,17113
hdd,rw,4M,64,600,2,10.9,10584.89,17113,17113,2,11.6,12024.48,17113,17113
hdd,rw,4M,128,1,10,42.8,5243.26,7349,8926,11,44.8,6413.79,8288,10268
hdd,rw,4M,128,158,8,32.5,7007.57,10134,14160,8,33.6,8446.44,11476,15905
hdd,rw,4M,128,316,6,24.5,9365.98,15368,17113,6,25.8,10928.14,17113,17113
hdd,rw,4M,128,500,3,12.9,18989.77,17113,17113,3,13.4,19898.86,17113,17113
hdd,rw,4M,128,600,4,16.4,14296.32,17113,17113,4,17.3,16006.37,17113,17113
hdd,rw,4M,256,1,10,41.1,11513.7,14832,17113,10,43.2,12718.39,15905,17113
hdd,rw,4M,256,158,8,33,14454.15,17113,17113,8,34.4,15864.98,17113,17113
hdd,rw,4M,256,316,5,23.3,20442.18,17113,17113,6,24.5,22332.79,17113,17113
hdd,rw,4M,256,500,4,18.3,26394.9,17113,17113,4,19.3,27956.98,17113,17113
hdd,rw,4M,256,600,2,9.17,54122.63,17113,17113,2,9.63,54621.91,17113,17113
hdd,rw,4M,512,1,10,40.7,23954.34,17113,17113,10,42.6,25103.57,17113,17113
hdd,rw,4M,512,158,7,29.9,32841.31,17113,17113,7,31.2,34041.97,17113,17113
hdd,rw,4M,512,316,6,25.9,37862.82,17113,17113,6,26.9,39371.92,17113,17113
hdd,rw,4M,512,500,3,12.5,78821.68,17113,17113,3,13.2,79883.62,17113,17113
hdd,rw,4M,512,600,2,11.2,88223.3,17113,17113,2,11.8,89156.47,17113,17113
hdd,randrw,4k,1,1,25,0.1,15.91,34,47,25,0.1,23.44,44,70
hdd,randrw,4k,1,158,17,0.07,20.9,41,127,17,0.07,36.48,68,372
hdd,randrw,4k,1,316,8,0.03,30.71,118,284,8,0.03,84.6,372,852
hdd,randrw,4k,1,500,12,0.05,27.11,83,194,12,0.05,51.34,192,388
hdd,randrw,4k,1,600,2,null,96.73,326,510,2,0.01,298.66,927,2123
hdd,randrw,4k,8,1,58,0.23,34.91,87,148,58,0.23,101.91,201,275
hdd,randrw,4k,8,158,47,0.19,40.96,107,309,47,0.19,126.6,317,785
hdd,randrw,4k,8,316,19,0.08,96.6,334,625,20,0.08,303.01,760,1301
hdd,randrw,4k,8,500,14,0.06,125.17,426,726,15,0.06,406.71,969,1854
hdd,randrw,4k,8,600,6,0.02,292.72,1020,2869,6,0.02,986.74,2433,3775
hdd,randrw,4k,16,1,71,0.28,50.48,163,288,71,0.28,173.01,342,435
hdd,randrw,4k,16,158,46,0.18,84.31,271,676,46,0.18,262.48,827,1250
hdd,randrw,4k,16,316,30,0.12,118.83,430,785,30,0.12,404.2,1011,1536
hdd,randrw,4k,16,500,13,0.05,271.87,1028,1938,13,0.05,909.26,2165,3171
hdd,randrw,4k,16,600,13,0.05,249.43,1011,1552,13,0.05,908.87,2165,3540
hdd,randrw,4k,32,1,80,0.31,105.06,338,502,80,0.31,293.11,535,693
hdd,randrw,4k,32,158,57,0.22,135.56,451,835,56,0.22,427.49,1036,1435
hdd,randrw,4k,32,316,28,0.11,293.9,1116,1737,29,0.11,802.93,1821,2567
hdd,randrw,4k,32,500,19,0.08,431.71,1720,3004,20,0.08,1169.75,2601,3910
hdd,randrw,4k,32,600,16,0.06,513.12,1905,3876,16,0.07,1412.8,3037,4866
hdd,randrw,4k,64,1,99,0.39,194.56,600,944,99,0.39,447.24,844,1234
hdd,randrw,4k,64,158,56,0.22,353.07,1284,1955,56,0.22,782.72,1787,2500
hdd,randrw,4k,64,316,43,0.17,460.19,1703,2534,43,0.17,996.15,2198,2869
hdd,randrw,4k,64,500,32,0.13,612.74,1905,2869,32,0.13,1365.19,2702,3540
hdd,randrw,4k,64,600,27,0.11,713.36,2467,4732,27,0.11,1586.38,3373,5940
hdd,randrw,4k,128,1,87,0.34,602.01,2769,3675,87,0.34,868.4,3004,3842
hdd,randrw,4k,128,158,67,0.26,765.9,3004,4933,67,0.26,1140.37,3272,5269
hdd,randrw,4k,128,316,52,0.2,917.3,2769,5000,52,0.2,1540.28,3339,5470
hdd,randrw,4k,128,500,47,0.19,968.64,2937,4933,47,0.19,1703.44,3742,5336
hdd,randrw,4k,128,600,42,0.17,1146.63,3675,7215,42,0.17,1860.48,4530,7684
hdd,randrw,4k,256,1,87,0.34,1338.83,5873,9060,87,0.34,1581.32,5940,9060
hdd,randrw,4k,256,158,68,0.27,1656.42,7148,10000,68,0.27,2081.86,7349,10402
hdd,randrw,4k,256,316,68,0.27,1558.27,5000,7282,68,0.27,2200.11,5671,7684
hdd,randrw,4k,256,500,49,0.19,2271.59,8658,11879,49,0.19,2921.84,9060,12818
hdd,randrw,4k,256,600,44,0.17,2574.82,10537,12281,44,0.17,3146.63,10939,12818
hdd,randrw,4k,512,1,87,0.34,2765.37,9597,12953,88,0.34,3052.26,9731,12684
hdd,randrw,4k,512,158,85,0.33,2701.07,8658,9866,85,0.33,3264.81,9194,10402
hdd,randrw,4k,512,316,62,0.24,3819.24,14563,17113,62,0.24,4367.07,15234,17113
hdd,randrw,4k,512,500,51,0.2,4732.99,16845,17113,50,0.2,5300.87,17113,17113
hdd,randrw,4k,512,600,52,0.21,4573.89,16442,17113,52,0.2,5219.11,16979,17113
hdd,randrw,32k,1,1,24,0.76,16.31,35,48,24,0.77,24.31,46,79
hdd,randrw,32k,1,158,15,0.49,22.04,45,148,16,0.51,40.34,108,380
hdd,randrw,32k,1,316,9,0.29,32.92,116,388,9,0.3,71.17,368,735
hdd,randrw,32k,1,500,3,0.1,88.52,279,535,3,0.1,224.54,567,1653
hdd,randrw,32k,1,600,4,0.14,60.49,203,347,4,0.14,159.91,489,818
